IDENTIFICACION,DESCRIPCION,Niv1,Niv2,,Niv3,,Niv4,Num,Con,Des1,,Des2,Des3,Des4,Descripción,DERECHOS CAUSADOS BRUTO,DERECHOS CASTIGADOS,DEVOLUCIONES CAUSADAS,,DERECHOS CAUSADOS NETO,RECAUDO EN EFECTIVO,,,DEVOLUCIONES PAGADAS EFECTIVO,"TOTAL RECAUDO EFECTIVO
NETO",RECAUDO EN TITULOS,,,,DEVOLUCIONES PAGADAS TITULOS,TOTAL RECAUDOS TITULOS,RECAUDO EN COMPENSACIONES,TOTAL RECAUDO NETO,PENDIENTE DE COBRO ,,,
,,2,8,,0,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"21.499.271,00","0,00","0,00",,"21.499.271,00","21.499.271,00",,,"0,00","21.499.271,00","0,00",,,,"0,00","0,00","0,00","21.499.271,00","0,00",,,
,,2,8,,0,,0,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"21.499.271,00","0,00","0,00",,"21.499.271,00","21.499.271,00",,,"0,00","21.499.271,00","0,00",,,,"0,00","0,00","0,00","21.499.271,00","0,00",,,
,,2,8,,0,,0,1,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"21.499.271,00","0,00","0,00",,"21.499.271,00","21.499.271,00",,,"0,00","21.499.271,00","0,00",,,,"0,00","0,00","0,00","21.499.271,00","0,00",,,
,,2,8,,0,,0,1,9,,,,,,REINTEGROS VIGENCIAS ANTERIORES,"21.499.271,00","0,00","0,00",,"21.499.271,00","21.499.271,00",,,"0,00","21.499.271,00","0,00",,,,"0,00","0,00","0,00","21.499.271,00","0,00",,,
,,2,8,,0,,0,1,9,1,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"6.892.327,00","0,00","0,00",,"6.892.327,00","6.892.327,00",,,"0,00","6.892.327,00","0,00",,,,"0,00","0,00","0,00","6.892.327,00","0,00",,,
,,2,8,,0,,0,1,9,4,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"14.606.944,00","0,00","0,00",,"14.606.944,00","14.606.944,00",,,"0,00","14.606.944,00","0,00",,,,"0,00","0,00","0,00","14.606.944,00","0,00",,,
,,2,9,,,,,,,,,,,,RECUPERACION DE CARTERA,"14.909.285,00","0,00","0,00",,"14.909.285,00","14.909.285,00",,,"0,00","14.909.285,00","0,00",,,,"0,00","0,00","0,00","14.909.285,00","0,00",,,
,,2,9,,0,,,,,,,,,,RECUPERACION DE CARTERA,"14.909.285,00","0,00","0,00",,"14.909.285,00","14.909.285,00",,,"0,00","14.909.285,00","0,00",,,,"0,00","0,00","0,00","14.909.285,00","0,00",,,
,,2,9,,0,,0,,,,,,,,RECUPERACION DE CARTERA,"14.909.285,00","0,00","0,00",,"14.909.285,00","14.909.285,00",,,"0,00","14.909.285,00","0,00",,,,"0,00","0,00","0,00","14.909.285,00","0,00",,,
,,2,9,,0,,0,1,,,,,,,RECUPERACION DE CARTERA,"14.909.285,00","0,00","0,00",,"14.909.285,00","14.909.285,00",,,"0,00","14.909.285,00","0,00",,,,"0,00","0,00","0,00","14.909.285,00","0,00",,,
,,2,9,,0,,0,1,5,,,,,,RECUPERACIONES,"14.909.285,00","0,00","0,00",,"14.909.285,00","14.909.285,00",,,"0,00","14.909.285,00","0,00",,,,"0,00","0,00","0,00","14.909.285,00","0,00",,,
02-12-00,AGENCIA PARA LA REINCORPORACION Y LA NORMALIZACION - ARN,1,,,,,,,,,,,,,INGRESOS CORRIENTES DE LA NACION,"25.904.682,00","0,00","0,00",,"25.904.682,00","25.904.682,00",,,"0,00","25.904.682,00","0,00",,,,"0,00","0,00","0,00","25.904.682,00","0,00",,,
,,1,2,,,,,,,,,,,,INGRESOS NO TRIBUTARIOS,"25.904.682,00","0,00","0,00",,"25.904.682,00","25.904.682,00",,,"0,00","25.904.682,00","0,00",,,,"0,00","0,00","0,00","25.904.682,00","0,00",,,
,,1,2,,1,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","25.904.682,00","0,00","0,00",,"25.904.682,00","25.904.682,00",,,"0,00","25.904.682,00","0,00",,,,"0,00","0,00","0,00","25.904.682,00","0,00",,,
,,1,2,,1,,0,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","25.904.682,00","0,00","0,00",,"25.904.682,00","25.904.682,00",,,"0,00","25.904.682,00","0,00",,,,"0,00","0,00","0,00","25.904.682,00","0,00",,,
,,1,2,,1,,0,2,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","25.904.682,00","0,00","0,00",,"25.904.682,00","25.904.682,00",,,"0,00","25.904.682,00","0,00",,,,"0,00","0,00","0,00","25.904.682,00","0,00",,,
,,1,2,,1,,0,2,3,,,,,,SANCIONES,"25.904.682,00","0,00","0,00",,"25.904.682,00","25.904.682,00",,,"0,00","25.904.682,00","0,00",,,,"0,00","0,00","0,00","25.904.682,00","0,00",,,
,,1,2,,1,,0,2,3,5,,,,,SANCIONES CONTRACTUALES,"25.904.682,00","0,00","0,00",,"25.904.682,00","25.904.682,00",,,"0,00","25.904.682,00","0,00",,,,"0,00","0,00","0,00","25.904.682,00","0,00",,,
,,2,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,"677.398.672,22","0,00","0,00",,"677.398.672,22","677.398.672,22",,,"0,00","677.398.672,22","0,00",,,,"0,00","0,00","0,00","677.398.672,22","0,00",,,
,,2,4,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,"602.682.093,22","0,00","0,00",,"602.682.093,22","602.682.093,22",,,"0,00","602.682.093,22","0,00",,,,"0,00","0,00","0,00","602.682.093,22","0,00",,,
,,2,4,,0,,,,,,,,,,RENDIMIENTOS FINANCIEROS,"602.682.093,22","0,00","0,00",,"602.682.093,22","602.682.093,22",,,"0,00","602.682.093,22","0,00",,,,"0,00","0,00","0,00","602.682.093,22","0,00",,,
,,2,4,,0,,0,,,,,,,,RENDIMIENTOS FINANCIEROS,"602.682.093,22","0,00","0,00",,"602.682.093,22","602.682.093,22",,,"0,00","602.682.093,22","0,00",,,,"0,00","0,00","0,00","602.682.093,22","0,00",,,
,,2,4,,0,,0,1,,,,,,,RENDIMIENTOS FINANCIEROS,"602.682.093,22","0,00","0,00",,"602.682.093,22","602.682.093,22",,,"0,00","602.682.093,22","0,00",,,,"0,00","0,00","0,00","602.682.093,22","0,00",,,
,,2,4,,0,,0,1,1,,,,,,RENDIMIENTOS SOBRE DEPÓSITOS EN ADMINISTRACION,"602.682.093,22","0,00","0,00",,"602.682.093,22","602.682.093,22",,,"0,00","602.682.093,22","0,00",,,,"0,00","0,00","0,00","602.682.093,22","0,00",,,
,,2,8,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"74.716.579,00","0,00","0,00",,"74.716.579,00","74.716.579,00",,,"0,00","74.716.579,00","0,00",,,,"0,00","0,00","0,00","74.716.579,00","0,00",,,
,,2,8,,0,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"74.716.579,00","0,00","0,00",,"74.716.579,00","74.716.579,00",,,"0,00","74.716.579,00","0,00",,,,"0,00","0,00","0,00","74.716.579,00","0,00",,,
,,2,8,,0,,0,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"74.716.579,00","0,00","0,00",,"74.716.579,00","74.716.579,00",,,"0,00","74.716.579,00","0,00",,,,"0,00","0,00","0,00","74.716.579,00","0,00",,,
,,2,8,,0,,0,1,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"74.716.579,00","0,00","0,00",,"74.716.579,00","74.716.579,00",,,"0,00","74.716.579,00","0,00",,,,"0,00","0,00","0,00","74.716.579,00","0,00",,,
,,2,8,,0,,0,1,2,,,,,,APROVECHAMIENTOS,"2.427.095,00","0,00","0,00",,"2.427.095,00","2.427.095,00",,,"0,00","2.427.095,00","0,00",,,,"0,00","0,00","0,00","2.427.095,00","0,00",,,
,,2,8,,0,,0,1,9,,,,,,REINTEGROS VIGENCIAS ANTERIORES,"72.289.484,00","0,00","0,00",,"72.289.484,00","72.289.484,00",,,"0,00","72.289.484,00","0,00",,,,"0,00","0,00","0,00","72.289.484,00","0,00",,,
,,2,8,,0,,0,1,9,1,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"50.559.985,00","0,00","0,00",,"50.559.985,00","50.559.985,00",,,"0,00","50.559.985,00","0,00",,,,"0,00","0,00","0,00","50.559.985,00","0,00",,,
,,2,8,,0,,0,1,9,4,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"21.729.499,00","0,00","0,00",,"21.729.499,00","21.729.499,00",,,"0,00","21.729.499,00","0,00",,,,"0,00","0,00","0,00","21.729.499,00","0,00",,,
02-13-00,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,2,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,"70.738,00","0,00","0,00",,"70.738,00","70.738,00",,,"0,00","70.738,00","0,00",,,,"0,00","0,00","0,00","70.738,00","0,00",,,
,,2,8,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"70.738,00","0,00","0,00",,"70.738,00","70.738,00",,,"0,00","70.738,00","0,00",,,,"0,00","0,00","0,00","70.738,00","0,00",,,
,,2,8,,0,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"70.738,00","0,00","0,00",,"70.738,00","70.738,00",,,"0,00","70.738,00","0,00",,,,"0,00","0,00","0,00","70.738,00","0,00",,,
,,2,8,,0,,0,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"70.738,00","0,00","0,00",,"70.738,00","70.738,00",,,"0,00","70.738,00","0,00",,,,"0,00","0,00","0,00","70.738,00","0,00",,,
,,2,8,,0,,0,1,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"70.738,00","0,00","0,00",,"70.738,00","70.738,00",,,"0,00","70.738,00","0,00",,,,"0,00","0,00","0,00","70.738,00","0,00",,,
,,2,8,,0,,0,1,2,,,,,,APROVECHAMIENTOS,"67.169,00","0,00","0,00",,"67.169,00","67.169,00",,,"0,00","67.169,00","0,00",,,,"0,00","0,00","0,00","67.169,00","0,00",,,
,,2,8,,0,,0,1,9,,,,,,REINTEGROS VIGENCIAS ANTERIORES,"3.569,00","0,00","0,00",,"3.569,00","3.569,00",,,"0,00","3.569,00","0,00",,,,"0,00","0,00","0,00","3.569,00","0,00",,,
,,2,8,,0,,0,1,9,4,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"3.569,00","0,00","0,00",,"3.569,00","3.569,00",,,"0,00","3.569,00","0,00",,,,"0,00","0,00","0,00","3.569,00","0,00",,,
,,3,,,,,,,,,,,,,I-INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS,"1.395.084.796,00","0,00","0,00",,"1.395.084.796,00","1.395.084.796,00",,,"0,00","1.395.084.796,00","0,00",,,,"0,00","0,00","0,00","1.395.084.796,00","0,00",,,
,,3,2,,,,,,,,,,,,B-RECURSOS DE CAPITAL,"1.395.084.796,00","0,00","0,00",,"1.395.084.796,00","1.395.084.796,00",,,"0,00","1.395.084.796,00","0,00",,,,"0,00","0,00","0,00","1.395.084.796,00","0,00",,,
,,3,2,,3,,0,,,,,,,,RENDIMIENTOS FINANCIEROS,"34.796,00","0,00","0,00",,"34.796,00","34.796,00",,,"0,00","34.796,00","0,00",,,,"0,00","0,00","0,00","34.796,00","0,00",,,
,,3,2,,3,,0,3,,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,"34.796,00","0,00","0,00",,"34.796,00","34.796,00",,,"0,00","34.796,00","0,00",,,,"0,00","0,00","0,00","34.796,00","0,00",,,
,,3,2,,5,,2,,,,,,,,EXCEDENTES FINANCIEROS,"1.254.000.000,00","0,00","0,00",,"1.254.000.000,00","1.254.000.000,00",,,"0,00","1.254.000.000,00","0,00",,,,"0,00","0,00","0,00","1.254.000.000,00","0,00",,,
,,3,2,,5,,2,1,,,,,,,EXCEDENTES FINANCIEROS,"1.254.000.000,00","0,00","0,00",,"1.254.000.000,00","1.254.000.000,00",,,"0,00","1.254.000.000,00","0,00",,,,"0,00","0,00","0,00","1.254.000.000,00","0,00",,,
,,3,2,,5,,5,,,,,,,,OTROS RECURSOS DEL BALANCE,"141.050.000,00","0,00","0,00",,"141.050.000,00","141.050.000,00",,,"0,00","141.050.000,00","0,00",,,,"0,00","0,00","0,00","141.050.000,00","0,00",,,
,,3,2,,5,,5,1,,,,,,,REINTEGROS VIGENCIA ANTERIOR,"141.050.000,00","0,00","0,00",,"141.050.000,00","141.050.000,00",,,"0,00","141.050.000,00","0,00",,,,"0,00","0,00","0,00","141.050.000,00","0,00",,,
,,3,2,,5,,5,1,3,,,,,,REINTEGROS VIGENCIAS ANTERIORES-INVERSION,"141.050.000,00","0,00","0,00",,"141.050.000,00","141.050.000,00",,,"0,00","141.050.000,00","0,00",,,,"0,00","0,00","0,00","141.050.000,00","0,00",,,
03-01-01,DEPARTAMENTO DE PLANEACION - GESTION GENERAL,1,,,,,,,,,,,,,INGRESOS CORRIENTES DE LA NACION,"94.847.728,31","0,00","0,00",,"94.847.728,31","94.847.728,31",,,"0,00","94.847.728,31","0,00",,,,"0,00","0,00","0,00","94.847.728,31","0,00",,,
,,1,2,,,,,,,,,,,,INGRESOS NO TRIBUTARIOS,"94.847.728,31","0,00","0,00",,"94.847.728,31","94.847.728,31",,,"0,00","94.847.728,31","0,00",,,,"0,00","0,00","0,00","94.847.728,31","0,00",,,
,,1,2,,1,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","94.847.728,31","0,00","0,00",,"94.847.728,31","94.847.728,31",,,"0,00","94.847.728,31","0,00",,,,"0,00","0,00","0,00","94.847.728,31","0,00",,,
,,1,2,,1,,0,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","94.847.728,31","0,00","0,00",,"94.847.728,31","94.847.728,31",,,"0,00","94.847.728,31","0,00",,,,"0,00","0,00","0,00","94.847.728,31","0,00",,,
,,1,2,,1,,0,2,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","94.847.728,31","0,00","0,00",,"94.847.728,31","94.847.728,31",,,"0,00","94.847.728,31","0,00",,,,"0,00","0,00","0,00","94.847.728,31","0,00",,,
,,1,2,,1,,0,2,2,,,,,,MULTAS,"25.026.286,00","0,00","0,00",,"25.026.286,00","25.026.286,00",,,"0,00","25.026.286,00","0,00",,,,"0,00","0,00","0,00","25.026.286,00","0,00",,,
,,1,2,,1,,0,2,2,5,,,,,OTRAS MULTAS,"25.026.286,00","0,00","0,00",,"25.026.286,00","25.026.286,00",,,"0,00","25.026.286,00","0,00",,,,"0,00","0,00","0,00","25.026.286,00","0,00",,,
,,1,2,,1,,0,2,4,,,,,,CONTRIBUCIONES NO ESPECIFICADAS,"69.821.442,31","0,00","0,00",,"69.821.442,31","69.821.442,31",,,"0,00","69.821.442,31","0,00",,,,"0,00","0,00","0,00","69.821.442,31","0,00",,,
,,1,2,,1,,0,2,4,1,,,,,CONTRIBUCIONES NO ESPECIFICADAS,"69.821.442,31","0,00","0,00",,"69.821.442,31","69.821.442,31",,,"0,00","69.821.442,31","0,00",,,,"0,00","0,00","0,00","69.821.442,31","0,00",,,
,,2,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,"7.157.233.843,47","0,00","7.355.340,00",,"7.149.878.503,47","7.157.233.843,47",,,"7.355.340,00","7.149.878.503,47","0,00",,,,"0,00","0,00","0,00","7.149.878.503,47","0,00",,,
,,2,4,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,"5.700.450.030,13","0,00","7.047.279,00",,"5.693.402.751,13","5.700.450.030,13",,,"7.047.279,00","5.693.402.751,13","0,00",,,,"0,00","0,00","0,00","5.693.402.751,13","0,00",,,
,,2,4,,0,,,,,,,,,,RENDIMIENTOS FINANCIEROS,"5.700.450.030,13","0,00","7.047.279,00",,"5.693.402.751,13","5.700.450.030,13",,,"7.047.279,00","5.693.402.751,13","0,00",,,,"0,00","0,00","0,00","5.693.402.751,13","0,00",,,
,,2,4,,0,,0,,,,,,,,RENDIMIENTOS FINANCIEROS,"5.700.450.030,13","0,00","7.047.279,00",,"5.693.402.751,13","5.700.450.030,13",,,"7.047.279,00","5.693.402.751,13","0,00",,,,"0,00","0,00","0,00","5.693.402.751,13","0,00",,,
,,2,4,,0,,0,1,,,,,,,RENDIMIENTOS FINANCIEROS,"5.700.450.030,13","0,00","7.047.279,00",,"5.693.402.751,13","5.700.450.030,13",,,"7.047.279,00","5.693.402.751,13","0,00",,,,"0,00","0,00","0,00","5.693.402.751,13","0,00",,,
,,2,4,,0,,0,1,1,,,,,,RENDIMIENTOS SOBRE DEPÓSITOS EN ADMINISTRACION,"5.521.167.527,74","0,00","7.047.279,00",,"5.514.120.248,74","5.521.167.527,74",,,"7.047.279,00","5.514.120.248,74","0,00",,,,"0,00","0,00","0,00","5.514.120.248,74","0,00",,,
,,2,4,,0,,0,1,7,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,"111.504.123,12","0,00","0,00",,"111.504.123,12","111.504.123,12",,,"0,00","111.504.123,12","0,00",,,,"0,00","0,00","0,00","111.504.123,12","0,00",,,
,,2,4,,0,,0,1,8,,,,,,RENDIMIENTOS FINANCIEROS DE INVERSIONES,"67.778.379,27","0,00","0,00",,"67.778.379,27","67.778.379,27",,,"0,00","67.778.379,27","0,00",,,,"0,00","0,00","0,00","67.778.379,27","0,00",,,
,,2,7,,,,,,,,,,,,OTROS RECURSOS DE CAPITAL,"669.340.560,00","0,00","0,00",,"669.340.560,00","669.340.560,00",,,"0,00","669.340.560,00","0,00",,,,"0,00","0,00","0,00","669.340.560,00","0,00",,,
,,2,7,,0,,,,,,,,,,OTROS RECURSOS DE CAPITAL,"669.340.560,00","0,00","0,00",,"669.340.560,00","669.340.560,00",,,"0,00","669.340.560,00","0,00",,,,"0,00","0,00","0,00","669.340.560,00","0,00",,,
,,2,7,,0,,0,,,,,,,,OTROS RECURSOS DE CAPITAL,"669.340.560,00","0,00","0,00",,"669.340.560,00","669.340.560,00",,,"0,00","669.340.560,00","0,00",,,,"0,00","0,00","0,00","669.340.560,00","0,00",,,
,,2,7,,0,,0,2,,,,,,,DONACIONES EXTERNAS,"669.340.560,00","0,00","0,00",,"669.340.560,00","669.340.560,00",,,"0,00","669.340.560,00","0,00",,,,"0,00","0,00","0,00","669.340.560,00","0,00",,,
,,2,7,,0,,0,2,1,,,,,,DONACIONES EXTERNAS,"669.340.560,00","0,00","0,00",,"669.340.560,00","669.340.560,00",,,"0,00","669.340.560,00","0,00",,,,"0,00","0,00","0,00","669.340.560,00","0,00",,,
,,2,8,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"679.824.965,34","0,00","308.061,00",,"679.516.904,34","679.824.965,34",,,"308.061,00","679.516.904,34","0,00",,,,"0,00","0,00","0,00","679.516.904,34","0,00",,,
,,2,8,,0,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"679.824.965,34","0,00","308.061,00",,"679.516.904,34","679.824.965,34",,,"308.061,00","679.516.904,34","0,00",,,,"0,00","0,00","0,00","679.516.904,34","0,00",,,
,,2,8,,0,,0,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"679.824.965,34","0,00","308.061,00",,"679.516.904,34","679.824.965,34",,,"308.061,00","679.516.904,34","0,00",,,,"0,00","0,00","0,00","679.516.904,34","0,00",,,
,,2,8,,0,,0,1,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"679.824.965,34","0,00","308.061,00",,"679.516.904,34","679.824.965,34",,,"308.061,00","679.516.904,34","0,00",,,,"0,00","0,00","0,00","679.516.904,34","0,00",,,
,,2,8,,0,,0,1,4,,,,,,INDEMNIZACIONES,"3.749.982,00","0,00","0,00",,"3.749.982,00","3.749.982,00",,,"0,00","3.749.982,00","0,00",,,,"0,00","0,00","0,00","3.749.982,00","0,00",,,
,,2,8,,0,,0,1,6,,,,,,REMATES,"5.151.663,00","0,00","0,00",,"5.151.663,00","5.151.663,00",,,"0,00","5.151.663,00","0,00",,,,"0,00","0,00","0,00","5.151.663,00","0,00",,,
,,2,8,,0,,0,1,9,,,,,,REINTEGROS VIGENCIAS ANTERIORES,"670.923.320,34","0,00","308.061,00",,"670.615.259,34","670.923.320,34",,,"308.061,00","670.615.259,34","0,00",,,,"0,00","0,00","0,00","670.615.259,34","0,00",,,
,,2,8,,0,,0,1,9,1,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"7.713.374,00","0,00","0,00",,"7.713.374,00","7.713.374,00",,,"0,00","7.713.374,00","0,00",,,,"0,00","0,00","0,00","7.713.374,00","0,00",,,
,,2,8,,0,,0,1,9,3,,,,,REINTEGROS VIGENCIAS ANTERIORES-INVERSION,"560.394.860,34","0,00","0,00",,"560.394.860,34","560.394.860,34",,,"0,00","560.394.860,34","0,00",,,,"0,00","0,00","0,00","560.394.860,34","0,00",,,
,,2,8,,0,,0,1,9,4,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"102.815.086,00","0,00","308.061,00",,"102.507.025,00","102.815.086,00",,,"308.061,00","102.507.025,00","0,00",,,,"0,00","0,00","0,00","102.507.025,00","0,00",,,
,,2,9,,,,,,,,,,,,RECUPERACION DE CARTERA,"107.618.288,00","0,00","0,00",,"107.618.288,00","107.618.288,00",,,"0,00","107.618.288,00","0,00",,,,"0,00","0,00","0,00","107.618.288,00","0,00",,,
,,2,9,,0,,,,,,,,,,RECUPERACION DE CARTERA,"107.618.288,00","0,00","0,00",,"107.618.288,00","107.618.288,00",,,"0,00","107.618.288,00","0,00",,,,"0,00","0,00","0,00","107.618.288,00","0,00",,,
,,2,9,,0,,0,,,,,,,,RECUPERACION DE CARTERA,"107.618.288,00","0,00","0,00",,"107.618.288,00","107.618.288,00",,,"0,00","107.618.288,00","0,00",,,,"0,00","0,00","0,00","107.618.288,00","0,00",,,
,,2,9,,0,,0,1,,,,,,,RECUPERACION DE CARTERA,"107.618.288,00","0,00","0,00",,"107.618.288,00","107.618.288,00",,,"0,00","107.618.288,00","0,00",,,,"0,00","0,00","0,00","107.618.288,00","0,00",,,
,,2,9,,0,,0,1,5,,,,,,RECUPERACIONES,"107.618.288,00","0,00","0,00",,"107.618.288,00","107.618.288,00",,,"0,00","107.618.288,00","0,00",,,,"0,00","0,00","0,00","107.618.288,00","0,00",,,
03-03-00,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.,1,,,,,,,,,,,,,INGRESOS CORRIENTES DE LA NACION,"224.763.067,00","0,00","0,00",,"224.763.067,00","224.763.067,00",,,"0,00","224.763.067,00","0,00",,,,"0,00","0,00","0,00","224.763.067,00","0,00",,,
,,1,2,,,,,,,,,,,,INGRESOS NO TRIBUTARIOS,"224.763.067,00","0,00","0,00",,"224.763.067,00","224.763.067,00",,,"0,00","224.763.067,00","0,00",,,,"0,00","0,00","0,00","224.763.067,00","0,00",,,
,,1,2,,1,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","224.763.067,00","0,00","0,00",,"224.763.067,00","224.763.067,00",,,"0,00","224.763.067,00","0,00",,,,"0,00","0,00","0,00","224.763.067,00","0,00",,,
,,1,2,,1,,0,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","224.763.067,00","0,00","0,00",,"224.763.067,00","224.763.067,00",,,"0,00","224.763.067,00","0,00",,,,"0,00","0,00","0,00","224.763.067,00","0,00",,,
,,1,2,,1,,0,2,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES","224.763.067,00","0,00","0,00",,"224.763.067,00","224.763.067,00",,,"0,00","224.763.067,00","0,00",,,,"0,00","0,00","0,00","224.763.067,00","0,00",,,
,,1,2,,1,,0,2,2,,,,,,MULTAS,"224.763.067,00","0,00","0,00",,"224.763.067,00","224.763.067,00",,,"0,00","224.763.067,00","0,00",,,,"0,00","0,00","0,00","224.763.067,00","0,00",,,
,,1,2,,1,,0,2,2,5,,,,,OTRAS MULTAS,"224.763.067,00","0,00","0,00",,"224.763.067,00","224.763.067,00",,,"0,00","224.763.067,00","0,00",,,,"0,00","0,00","0,00","224.763.067,00","0,00",,,
,,2,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,"5.272.362,00","0,00","0,00",,"5.272.362,00","5.272.362,00",,,"0,00","5.272.362,00","0,00",,,,"0,00","0,00","0,00","5.272.362,00","0,00",,,
,,2,8,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"806.659,00","0,00","0,00",,"806.659,00","806.659,00",,,"0,00","806.659,00","0,00",,,,"0,00","0,00","0,00","806.659,00","0,00",,,
,,2,8,,0,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"806.659,00","0,00","0,00",,"806.659,00","806.659,00",,,"0,00","806.659,00","0,00",,,,"0,00","0,00","0,00","806.659,00","0,00",,,
,,2,8,,0,,0,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"806.659,00","0,00","0,00",,"806.659,00","806.659,00",,,"0,00","806.659,00","0,00",,,,"0,00","0,00","0,00","806.659,00","0,00",,,
,,2,8,,0,,0,1,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,"806.659,00","0,00","0,00",,"806.659,00","806.659,00",,,"0,00","806.659,00","0,00",,,,"0,00","0,00","0,00","806.659,00","0,00",,,
,,2,8,,0,,0,1,2,,,,,,APROVECHAMIENTOS,"194.918,00","0,00","0,00",,"194.918,00","194.918,00",,,"0,00","194.918,00","0,00",,,,"0,00","0,00","0,00","194.918,00","0,00",,,
,,2,8,,0,,0,1,9,,,,,,REINTEGROS VIGENCIAS ANTERIORES,"611.741,00","0,00","0,00",,"611.741,00","611.741,00",,,"0,00","611.741,00","0,00",,,,"0,00","0,00","0,00","611.741,00","0,00",,,
,,2,8,,0,,0,1,9,1,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,"546.560,00","0,00","0,00",,"546.560,00","546.560,00",,,"0,00","546.560,00","0,00",,,,"0,00","0,00","0,00","546.560,00","0,00",,,
,,2,8,,0,,0,1,9,4,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,"65.181,00","0,00","0,00",,"65.181,00","65.181,00",,,"0,00","65.181,00","0,00",,,,"0,00","0,00","0,00","65.181,00","0,00",,,
,,2,9,,,,,,,,,,,,RECUPERACION DE CARTERA,"4.465.703,00","0,00","0,00",,"4.465.703,00","4.465.703,00",,,"0,00","4.465.703,00","0,00",,,,"0,00","0,00","0,00","4.465.703,00","0,00",,,
,,2,9,,0,,,,,,,,,,RECUPERACION DE CARTERA,"4.465.703,00","0,00","0,00",,"4.465.703,00","4.465.703,00",,,"0,00","4.465.703,00","0,00",,,,"0,00","0,00","0,00","4.465.703,00","0,00",,,
,,2,9,,0,,0,,,,,,,,RECUPERACION DE CARTERA,"4.465.703,00","0,00","0,00",,"4.465.703,00","4.465.703,00",,,"0,00","4.465.703,00","0,00",,,,"0,00","0,00","0,00","4.465.703,00","0,00",,,
,,2,9,,0,,0,1,,,,,,,RECUPERACION DE CARTERA,"4.465.703,00","0,00","0,00",,"4.465.703,00","4.465.703,00",,,"0,00","4.465.703,00","0,00",,,,"0,00","0,00","0,00","4.465.703,00","0,00",,,
