IDENTIFICACION,DESCRIPCION,,,Niv1,Niv2,Niv3,Niv4,Num,Con,Des1,Des2,Des3,Des4,Des5,Des6,Des7,Des8,Des9,Des10,Des11,Des12,Des13,,,Des14,Descripción,,,AFORO INICIAL,,MODIFICACIONES AFORO,AFORO VIGENTE,RECAUDO EN EFECTIVO MES,,,,RECAUDO EN EFECTIVO ACUMULADO,DEVOLUCIONES PAGADAS ACUMULADAS,RECAUDO EN EFECTIVO ACUMULADO NETO,SALDO DE AFORO POR RECAUDAR
,,,,1,2,1,0,2,3,,,,,,,,,,,,,,,,,SANCIONES,,,"0,00",,"0,00","0,00","0,00",,,,"25.904.682,00","0,00","25.904.682,00","-25.904.682,00"
,,,,1,2,1,0,2,3,5,,,,,,,,,,,,,,,,SANCIONES CONTRACTUALES,,,"0,00",,"0,00","0,00","0,00",,,,"25.904.682,00","0,00","25.904.682,00","-25.904.682,00"
,,,,2,,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,,,"0,00",,"0,00","0,00","557.821.712,00",,,,"677.398.672,22","0,00","677.398.672,22","-677.398.672,22"
,,,,2,4,,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","551.922.074,00",,,,"602.682.093,22","0,00","602.682.093,22","-602.682.093,22"
,,,,2,4,0,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","551.922.074,00",,,,"602.682.093,22","0,00","602.682.093,22","-602.682.093,22"
,,,,2,4,0,0,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","551.922.074,00",,,,"602.682.093,22","0,00","602.682.093,22","-602.682.093,22"
,,,,2,4,0,0,1,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","551.922.074,00",,,,"602.682.093,22","0,00","602.682.093,22","-602.682.093,22"
,,,,2,4,0,0,1,1,,,,,,,,,,,,,,,,,RENDIMIENTOS SOBRE DEPÓSITOS EN ADMINISTRACION,,,"0,00",,"0,00","0,00","551.922.074,00",,,,"602.682.093,22","0,00","602.682.093,22","-602.682.093,22"
,,,,2,8,,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","5.899.638,00",,,,"74.716.579,00","0,00","74.716.579,00","-74.716.579,00"
,,,,2,8,0,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","5.899.638,00",,,,"74.716.579,00","0,00","74.716.579,00","-74.716.579,00"
,,,,2,8,0,0,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","5.899.638,00",,,,"74.716.579,00","0,00","74.716.579,00","-74.716.579,00"
,,,,2,8,0,0,1,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","5.899.638,00",,,,"74.716.579,00","0,00","74.716.579,00","-74.716.579,00"
,,,,2,8,0,0,1,2,,,,,,,,,,,,,,,,,APROVECHAMIENTOS,,,"0,00",,"0,00","0,00","1.364.776,00",,,,"2.427.095,00","0,00","2.427.095,00","-2.427.095,00"
,,,,2,8,0,0,1,9,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","4.534.862,00",,,,"72.289.484,00","0,00","72.289.484,00","-72.289.484,00"
,,,,2,8,0,0,1,9,1,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,,,"0,00",,"0,00","0,00","4.534.862,00",,,,"50.559.985,00","0,00","50.559.985,00","-50.559.985,00"
,,,,2,8,0,0,1,9,4,,,,,,,,,,,,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","0,00",,,,"21.729.499,00","0,00","21.729.499,00","-21.729.499,00"
02-13-00,AGENCIA NACIONAL INMOBILIARIA VIRGILIO BARCO VARGAS,,,2,,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,,,"0,00",,"0,00","0,00","3.569,00",,,,"70.738,00","0,00","70.738,00","-70.738,00"
,,,,2,8,,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","3.569,00",,,,"70.738,00","0,00","70.738,00","-70.738,00"
,,,,2,8,0,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","3.569,00",,,,"70.738,00","0,00","70.738,00","-70.738,00"
,,,,2,8,0,0,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","3.569,00",,,,"70.738,00","0,00","70.738,00","-70.738,00"
,,,,2,8,0,0,1,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","3.569,00",,,,"70.738,00","0,00","70.738,00","-70.738,00"
,,,,2,8,0,0,1,2,,,,,,,,,,,,,,,,,APROVECHAMIENTOS,,,"0,00",,"0,00","0,00","0,00",,,,"67.169,00","0,00","67.169,00","-67.169,00"
,,,,2,8,0,0,1,9,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","3.569,00",,,,"3.569,00","0,00","3.569,00","-3.569,00"
,,,,2,8,0,0,1,9,4,,,,,,,,,,,,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","3.569,00",,,,"3.569,00","0,00","3.569,00","-3.569,00"
,,,,3,,,,,,,,,,,,,,,,,,,,,,I-INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS,,,"1.254.000.000,00",,"0,00","1.254.000.000,00","251,00",,,,"1.395.084.796,00","0,00","1.395.084.796,00","-141.084.796,00"
,,,,3,2,,,,,,,,,,,,,,,,,,,,,B-RECURSOS DE CAPITAL,,,"1.254.000.000,00",,"0,00","1.254.000.000,00","251,00",,,,"1.395.084.796,00","0,00","1.395.084.796,00","-141.084.796,00"
,,,,3,2,3,0,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","251,00",,,,"34.796,00","0,00","34.796,00","-34.796,00"
,,,,3,2,3,0,3,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,,,"0,00",,"0,00","0,00","251,00",,,,"34.796,00","0,00","34.796,00","-34.796,00"
,,,,3,2,5,2,,,,,,,,,,,,,,,,,,,EXCEDENTES FINANCIEROS,,,"1.254.000.000,00",,"0,00","1.254.000.000,00","0,00",,,,"1.254.000.000,00","0,00","1.254.000.000,00","0,00"
,,,,3,2,5,2,1,,,,,,,,,,,,,,,,,,EXCEDENTES FINANCIEROS,,,"0,00",,"0,00","0,00","0,00",,,,"1.254.000.000,00","0,00","1.254.000.000,00","-1.254.000.000,00"
,,,,3,2,5,5,,,,,,,,,,,,,,,,,,,OTROS RECURSOS DEL BALANCE,,,"0,00",,"0,00","0,00","0,00",,,,"141.050.000,00","0,00","141.050.000,00","-141.050.000,00"
,,,,3,2,5,5,1,,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIA ANTERIOR,,,"0,00",,"0,00","0,00","0,00",,,,"141.050.000,00","0,00","141.050.000,00","-141.050.000,00"
,,,,3,2,5,5,1,3,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-INVERSION,,,"0,00",,"0,00","0,00","0,00",,,,"141.050.000,00","0,00","141.050.000,00","-141.050.000,00"
03-01-01,DEPARTAMENTO DE PLANEACION - GESTION GENERAL,,,1,,,,,,,,,,,,,,,,,,,,,,INGRESOS CORRIENTES DE LA NACION,,,"0,00",,"0,00","0,00","3.819.910,00",,,,"94.847.728,31","0,00","94.847.728,31","-94.847.728,31"
,,,,1,2,,,,,,,,,,,,,,,,,,,,,INGRESOS NO TRIBUTARIOS,,,"0,00",,"0,00","0,00","3.819.910,00",,,,"94.847.728,31","0,00","94.847.728,31","-94.847.728,31"
,,,,1,2,1,,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","3.819.910,00",,,,"94.847.728,31","0,00","94.847.728,31","-94.847.728,31"
,,,,1,2,1,0,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","3.819.910,00",,,,"94.847.728,31","0,00","94.847.728,31","-94.847.728,31"
,,,,1,2,1,0,2,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","3.819.910,00",,,,"94.847.728,31","0,00","94.847.728,31","-94.847.728,31"
,,,,1,2,1,0,2,2,,,,,,,,,,,,,,,,,MULTAS,,,"0,00",,"0,00","0,00","0,00",,,,"25.026.286,00","0,00","25.026.286,00","-25.026.286,00"
,,,,1,2,1,0,2,2,5,,,,,,,,,,,,,,,,OTRAS MULTAS,,,"0,00",,"0,00","0,00","0,00",,,,"25.026.286,00","0,00","25.026.286,00","-25.026.286,00"
,,,,1,2,1,0,2,4,,,,,,,,,,,,,,,,,CONTRIBUCIONES NO ESPECIFICADAS,,,"0,00",,"0,00","0,00","3.819.910,00",,,,"69.821.442,31","0,00","69.821.442,31","-69.821.442,31"
,,,,1,2,1,0,2,4,1,,,,,,,,,,,,,,,,CONTRIBUCIONES NO ESPECIFICADAS,,,"0,00",,"0,00","0,00","3.819.910,00",,,,"69.821.442,31","0,00","69.821.442,31","-69.821.442,31"
,,,,2,,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,,,"0,00",,"0,00","0,00","830.635.117,20",,,,"7.157.233.843,47","7.355.340,00","7.149.878.503,47","-7.149.878.503,47"
,,,,2,4,,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","712.208.065,89",,,,"5.700.450.030,13","7.047.279,00","5.693.402.751,13","-5.693.402.751,13"
,,,,2,4,0,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","712.208.065,89",,,,"5.700.450.030,13","7.047.279,00","5.693.402.751,13","-5.693.402.751,13"
,,,,2,4,0,0,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","712.208.065,89",,,,"5.700.450.030,13","7.047.279,00","5.693.402.751,13","-5.693.402.751,13"
,,,,2,4,0,0,1,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","712.208.065,89",,,,"5.700.450.030,13","7.047.279,00","5.693.402.751,13","-5.693.402.751,13"
,,,,2,4,0,0,1,1,,,,,,,,,,,,,,,,,RENDIMIENTOS SOBRE DEPÓSITOS EN ADMINISTRACION,,,"0,00",,"0,00","0,00","600.703.942,77",,,,"5.521.167.527,74","7.047.279,00","5.514.120.248,74","-5.514.120.248,74"
,,,,2,4,0,0,1,7,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS CUENTAS BANCARIAS,,,"0,00",,"0,00","0,00","111.504.123,12",,,,"111.504.123,12","0,00","111.504.123,12","-111.504.123,12"
,,,,2,4,0,0,1,8,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS DE INVERSIONES,,,"0,00",,"0,00","0,00","0,00",,,,"67.778.379,27","0,00","67.778.379,27","-67.778.379,27"
,,,,2,7,,,,,,,,,,,,,,,,,,,,,OTROS RECURSOS DE CAPITAL,,,"0,00",,"0,00","0,00","0,00",,,,"669.340.560,00","0,00","669.340.560,00","-669.340.560,00"
,,,,2,7,0,,,,,,,,,,,,,,,,,,,,OTROS RECURSOS DE CAPITAL,,,"0,00",,"0,00","0,00","0,00",,,,"669.340.560,00","0,00","669.340.560,00","-669.340.560,00"
,,,,2,7,0,0,,,,,,,,,,,,,,,,,,,OTROS RECURSOS DE CAPITAL,,,"0,00",,"0,00","0,00","0,00",,,,"669.340.560,00","0,00","669.340.560,00","-669.340.560,00"
,,,,2,7,0,0,2,,,,,,,,,,,,,,,,,,DONACIONES EXTERNAS,,,"0,00",,"0,00","0,00","0,00",,,,"669.340.560,00","0,00","669.340.560,00","-669.340.560,00"
,,,,2,7,0,0,2,1,,,,,,,,,,,,,,,,,DONACIONES EXTERNAS,,,"0,00",,"0,00","0,00","0,00",,,,"669.340.560,00","0,00","669.340.560,00","-669.340.560,00"
,,,,2,8,,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","99.187.943,31",,,,"679.824.965,34","308.061,00","679.516.904,34","-679.516.904,34"
,,,,2,8,0,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","99.187.943,31",,,,"679.824.965,34","308.061,00","679.516.904,34","-679.516.904,34"
,,,,2,8,0,0,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","99.187.943,31",,,,"679.824.965,34","308.061,00","679.516.904,34","-679.516.904,34"
,,,,2,8,0,0,1,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","99.187.943,31",,,,"679.824.965,34","308.061,00","679.516.904,34","-679.516.904,34"
,,,,2,8,0,0,1,13,,,,,,,,,,,,,,,,,PRESCRIPCION DE ACREEDORES VARIOS,,,"0,00",,"0,00","0,00","0,00",,,,"0,00","0,00","0,00","0,00"
,,,,2,8,0,0,1,4,,,,,,,,,,,,,,,,,INDEMNIZACIONES,,,"0,00",,"0,00","0,00","0,00",,,,"3.749.982,00","0,00","3.749.982,00","-3.749.982,00"
,,,,2,8,0,0,1,6,,,,,,,,,,,,,,,,,REMATES,,,"0,00",,"0,00","0,00","0,00",,,,"5.151.663,00","0,00","5.151.663,00","-5.151.663,00"
,,,,2,8,0,0,1,9,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","99.187.943,31",,,,"670.923.320,34","308.061,00","670.615.259,34","-670.615.259,34"
,,,,2,8,0,0,1,9,1,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,,,"0,00",,"0,00","0,00","0,00",,,,"7.713.374,00","0,00","7.713.374,00","-7.713.374,00"
,,,,2,8,0,0,1,9,3,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-INVERSION,,,"0,00",,"0,00","0,00","99.187.943,31",,,,"560.394.860,34","0,00","560.394.860,34","-560.394.860,34"
,,,,2,8,0,0,1,9,4,,,,,,,,,,,,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","0,00",,,,"102.815.086,00","308.061,00","102.507.025,00","-102.507.025,00"
,,,,2,9,,,,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,,,"0,00",,"0,00","0,00","19.239.108,00",,,,"107.618.288,00","0,00","107.618.288,00","-107.618.288,00"
,,,,2,9,0,,,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,,,"0,00",,"0,00","0,00","19.239.108,00",,,,"107.618.288,00","0,00","107.618.288,00","-107.618.288,00"
,,,,2,9,0,0,,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,,,"0,00",,"0,00","0,00","19.239.108,00",,,,"107.618.288,00","0,00","107.618.288,00","-107.618.288,00"
,,,,2,9,0,0,1,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,,,"0,00",,"0,00","0,00","19.239.108,00",,,,"107.618.288,00","0,00","107.618.288,00","-107.618.288,00"
,,,,2,9,0,0,1,5,,,,,,,,,,,,,,,,,RECUPERACIONES,,,"0,00",,"0,00","0,00","19.239.108,00",,,,"107.618.288,00","0,00","107.618.288,00","-107.618.288,00"
03-03-00,UNIDAD ADMINISTRATIVA ESPECIAL - AGENCIA NACIONAL DE CONTRATACIÓN PÚBLICA - COLOMBIA COMPRA EFICIENTE.,,,1,,,,,,,,,,,,,,,,,,,,,,INGRESOS CORRIENTES DE LA NACION,,,"0,00",,"0,00","0,00","187.610.326,00",,,,"224.763.067,00","0,00","224.763.067,00","-224.763.067,00"
,,,,1,2,,,,,,,,,,,,,,,,,,,,,INGRESOS NO TRIBUTARIOS,,,"0,00",,"0,00","0,00","187.610.326,00",,,,"224.763.067,00","0,00","224.763.067,00","-224.763.067,00"
,,,,1,2,1,,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","187.610.326,00",,,,"224.763.067,00","0,00","224.763.067,00","-224.763.067,00"
,,,,1,2,1,0,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","187.610.326,00",,,,"224.763.067,00","0,00","224.763.067,00","-224.763.067,00"
,,,,1,2,1,0,2,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","187.610.326,00",,,,"224.763.067,00","0,00","224.763.067,00","-224.763.067,00"
,,,,1,2,1,0,2,2,,,,,,,,,,,,,,,,,MULTAS,,,"0,00",,"0,00","0,00","187.610.326,00",,,,"224.763.067,00","0,00","224.763.067,00","-224.763.067,00"
,,,,1,2,1,0,2,2,5,,,,,,,,,,,,,,,,OTRAS MULTAS,,,"0,00",,"0,00","0,00","187.610.326,00",,,,"224.763.067,00","0,00","224.763.067,00","-224.763.067,00"
,,,,2,,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,,,"0,00",,"0,00","0,00","1,00",,,,"5.272.362,00","0,00","5.272.362,00","-5.272.362,00"
,,,,2,8,,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","1,00",,,,"806.659,00","0,00","806.659,00","-806.659,00"
,,,,2,8,0,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","1,00",,,,"806.659,00","0,00","806.659,00","-806.659,00"
,,,,2,8,0,0,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","1,00",,,,"806.659,00","0,00","806.659,00","-806.659,00"
,,,,2,8,0,0,1,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","1,00",,,,"806.659,00","0,00","806.659,00","-806.659,00"
,,,,2,8,0,0,1,2,,,,,,,,,,,,,,,,,APROVECHAMIENTOS,,,"0,00",,"0,00","0,00","1,00",,,,"194.918,00","0,00","194.918,00","-194.918,00"
,,,,2,8,0,0,1,9,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","0,00",,,,"611.741,00","0,00","611.741,00","-611.741,00"
,,,,2,8,0,0,1,9,1,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,,,"0,00",,"0,00","0,00","0,00",,,,"546.560,00","0,00","546.560,00","-546.560,00"
,,,,2,8,0,0,1,9,4,,,,,,,,,,,,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","0,00",,,,"65.181,00","0,00","65.181,00","-65.181,00"
,,,,2,9,,,,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,,,"0,00",,"0,00","0,00","0,00",,,,"4.465.703,00","0,00","4.465.703,00","-4.465.703,00"
,,,,2,9,0,,,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,,,"0,00",,"0,00","0,00","0,00",,,,"4.465.703,00","0,00","4.465.703,00","-4.465.703,00"
,,,,2,9,0,0,,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,,,"0,00",,"0,00","0,00","0,00",,,,"4.465.703,00","0,00","4.465.703,00","-4.465.703,00"
,,,,2,9,0,0,1,,,,,,,,,,,,,,,,,,RECUPERACION DE CARTERA,,,"0,00",,"0,00","0,00","0,00",,,,"4.465.703,00","0,00","4.465.703,00","-4.465.703,00"
,,,,2,9,0,0,1,5,,,,,,,,,,,,,,,,,RECUPERACIONES,,,"0,00",,"0,00","0,00","0,00",,,,"4.465.703,00","0,00","4.465.703,00","-4.465.703,00"
,,,,3,,,,,,,,,,,,,,,,,,,,,,I-INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS,,,"0,00",,"0,00","0,00","0,00",,,,"83.316.841,00","0,00","83.316.841,00","-83.316.841,00"
,,,,3,1,,,,,,,,,,,,,,,,,,,,, A-INGRESOS CORRIENTES,,,"0,00",,"0,00","0,00","0,00",,,,"83.316.841,00","0,00","83.316.841,00","-83.316.841,00"
,,,,3,1,2,,,,,,,,,,,,,,,,,,,,NO TRIBUTARIOS,,,"0,00",,"0,00","0,00","0,00",,,,"83.316.841,00","0,00","83.316.841,00","-83.316.841,00"
,,,,3,1,2,7,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","0,00",,,,"78.639.193,00","0,00","78.639.193,00","-78.639.193,00"
,,,,3,1,2,7,2,,,,,,,,,,,,,,,,,,MULTAS,,,"0,00",,"0,00","0,00","0,00",,,,"78.639.193,00","0,00","78.639.193,00","-78.639.193,00"
,,,,3,1,2,7,2,1,,,,,,,,,,,,,,,,,MULTAS,,,"0,00",,"0,00","0,00","0,00",,,,"78.639.193,00","0,00","78.639.193,00","-78.639.193,00"
,,,,3,1,2,8,,,,,,,,,,,,,,,,,,,OTROS INGRESOS,,,"0,00",,"0,00","0,00","0,00",,,,"4.677.648,00","0,00","4.677.648,00","-4.677.648,00"
,,,,3,1,2,8,2,,,,,,,,,,,,,,,,,,EXTRAORDINARIOS,,,"0,00",,"0,00","0,00","0,00",,,,"4.677.648,00","0,00","4.677.648,00","-4.677.648,00"
,,,,3,1,2,8,2,3,,,,,,,,,,,,,,,,,INDEMNIZACIONES,,,"0,00",,"0,00","0,00","0,00",,,,"4.677.648,00","0,00","4.677.648,00","-4.677.648,00"
03-24-00,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,,,3,,,,,,,,,,,,,,,,,,,,,,I-INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS,,,"115.476.301.000,00",,"-2.575.000.000,00","112.901.301.000,00","15.089.311.394,00",,,,"106.859.525.398,88","41.347.132,13","106.818.178.266,75","6.083.122.733,25"
,,,,3,1,,,,,,,,,,,,,,,,,,,,, A-INGRESOS CORRIENTES,,,"115.476.301.000,00",,"-2.575.000.000,00","112.901.301.000,00","15.016.570.895,00",,,,"106.077.108.030,93","41.347.132,13","106.035.760.898,80","6.865.540.101,20"
,,,,3,1,2,,,,,,,,,,,,,,,,,,,,NO TRIBUTARIOS,,,"115.476.301.000,00",,"-2.575.000.000,00","112.901.301.000,00","15.016.570.895,00",,,,"106.077.108.030,93","41.347.132,13","106.035.760.898,80","6.865.540.101,20"
,,,,3,1,2,7,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"115.476.301.000,00",,"-2.575.000.000,00","112.901.301.000,00","14.983.443.883,00",,,,"105.770.714.822,28","40.927.911,13","105.729.786.911,15","7.171.514.088,85"
,,,,3,1,2,7,3,,,,,,,,,,,,,,,,,,SANCIONES,,,"0,00",,"0,00","0,00","471.248,00",,,,"471.248,00","0,00","471.248,00","-471.248,00"
,,,,3,1,2,7,3,1,,,,,,,,,,,,,,,,,SANCIONES,,,"0,00",,"0,00","0,00","471.248,00",,,,"471.248,00","0,00","471.248,00","-471.248,00"
,,,,3,1,2,7,4,,,,,,,,,,,,,,,,,,CONTRIBUCIONES,,,"0,00",,"0,00","0,00","14.982.972.635,00",,,,"105.770.243.574,28","40.927.911,13","105.729.315.663,15","-105.729.315.663,15"
,,,,3,1,2,7,4,1,,,,,,,,,,,,,,,,,CONTRIBUCIONES,,,"0,00",,"0,00","0,00","14.982.972.635,00",,,,"105.770.243.574,28","40.927.911,13","105.729.315.663,15","-105.729.315.663,15"
,,,,3,1,2,8,,,,,,,,,,,,,,,,,,,OTROS INGRESOS,,,"0,00",,"0,00","0,00","33.127.012,00",,,,"306.393.208,65","419.221,00","305.973.987,65","-305.973.987,65"
,,,,3,1,2,8,2,,,,,,,,,,,,,,,,,,EXTRAORDINARIOS,,,"0,00",,"0,00","0,00","33.127.012,00",,,,"306.393.208,65","419.221,00","305.973.987,65","-305.973.987,65"
,,,,3,1,2,8,2,1,,,,,,,,,,,,,,,,,RECUPERACIONES,,,"0,00",,"0,00","0,00","18.914.066,00",,,,"253.549.308,00","419.221,00","253.130.087,00","-253.130.087,00"
,,,,3,1,2,8,2,2,,,,,,,,,,,,,,,,,APROVECHAMIENTOS,,,"0,00",,"0,00","0,00","13.973.709,00",,,,"50.268.123,65","0,00","50.268.123,65","-50.268.123,65"
,,,,3,1,2,8,2,7,,,,,,,,,,,,,,,,,FOTOCOPIAS,,,"0,00",,"0,00","0,00","239.237,00",,,,"2.575.777,00","0,00","2.575.777,00","-2.575.777,00"
,,,,3,2,,,,,,,,,,,,,,,,,,,,,B-RECURSOS DE CAPITAL,,,"0,00",,"0,00","0,00","72.740.499,00",,,,"782.417.367,95","0,00","782.417.367,95","-782.417.367,95"
,,,,3,2,5,5,,,,,,,,,,,,,,,,,,,OTROS RECURSOS DEL BALANCE,,,"0,00",,"0,00","0,00","72.740.499,00",,,,"782.417.367,95","0,00","782.417.367,95","-782.417.367,95"
,,,,3,2,5,5,1,,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIA ANTERIOR,,,"0,00",,"0,00","0,00","0,00",,,,"200.316,00","0,00","200.316,00","-200.316,00"
,,,,3,2,5,5,1,4,,,,,,,,,,,,,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","0,00",,,,"200.316,00","0,00","200.316,00","-200.316,00"
,,,,3,2,5,5,2,,,,,,,,,,,,,,,,,,INTERESES DE MORA,,,"0,00",,"0,00","0,00","72.740.499,00",,,,"782.217.051,95","0,00","782.217.051,95","-782.217.051,95"
03-25-00,FONDO NACIONAL DE REGALIAS,,,6,,,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"0,00",,"0,00","0,00","15.745.206,73",,,,"7.933.325.031,61","162.686.393,72","7.770.638.637,89","-7.770.638.637,89"
,,,,6,0,,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"0,00",,"0,00","0,00","15.745.206,73",,,,"7.933.325.031,61","162.686.393,72","7.770.638.637,89","-7.770.638.637,89"
,,,,6,0,0,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"0,00",,"0,00","0,00","15.745.206,73",,,,"7.933.325.031,61","162.686.393,72","7.770.638.637,89","-7.770.638.637,89"
,,,,6,0,0,0,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"0,00",,"0,00","0,00","15.745.206,73",,,,"7.933.325.031,61","162.686.393,72","7.770.638.637,89","-7.770.638.637,89"
